Set,Plant,Strain,Leaf,Rep,PLACL,pycnidiaPerCm2Leaf,pycnidiaPerCm2Lesion
set6,PyrSep_150,mix2,2,R1,37.41639536,62.35822875,166.6601717
set6,PyrSep_150,mix2,3,R1,33.48046478,17.93357877,53.56430649
set6,PyrSep_150,mix1,1,R2,9.480660743,3.782959034,39.901850059
set6,PyrSep_150,mix1,2,R2,32.983554007,12.952503719,39.269581793
set6,PyrSep_150,mix1,3,R2,8.746211635,4.064124755,46.467258331
set6,PyrSep_150,mix4,1,R3,25.59728594,5.929747564,23.16553239
set6,PyrSep_150,mix4,2,R3,15.6772647,3.380606992,21.56375527
set6,PyrSep_150,mix4,3,R3,26.972769,2.374779228,8.804358305
set6,PyrSep_150,mix3,1,R4,11.5125612,9.506492084,82.57495374
set6,PyrSep_150,mix3,2,R4,30.25465178,16.01174776,52.92325911
set6,PyrSep_150,mix3,3,R4,4.023709993,2.253346059,56.0017015
set5,PyrSep_151,mix1,1,R1,0,0,0
set5,PyrSep_151,mix1,2,R1,0,0,0
set5,PyrSep_151,mix4,1,R2,0,0,0
set5,PyrSep_151,mix4,2,R2,0,0,0
set5,PyrSep_151,mix4,3,R2,21.701330589,20.263741273,93.375570634
set5,PyrSep_151,mix3,1,R3,24.08000159,4.227584427,17.55641258
set5,PyrSep_151,mix3,2,R3,96.68234817,40.03747934,41.41136422
set5,PyrSep_151,mix2,1,R4,26.05550454,6.365059911,24.4288492
set5,PyrSep_151,mix2,2,R4,11.7260945,3.350869692,28.57617849
set5,PyrSep_151,mix2,3,R4,2.261223979,0.222928323,9.858745737
set8,PyrSep_152,mix4,1,R1,57.2605358,32.41420458,56.60828025
set8,PyrSep_152,mix4,2,R1,40.23771434,12.56225518,31.22010131
set8,PyrSep_152,mix4,3,R1,48.88441587,27.44607489,56.14483553
set8,PyrSep_152,mix3,1,R2,0,0,0
set8,PyrSep_152,mix3,2,R2,0,0,0
set8,PyrSep_152,mix3,3,R2,0,0,0
set8,PyrSep_152,mix2,1,R3,0,0,0
set8,PyrSep_152,mix2,2,R3,0,0,0
set8,PyrSep_152,mix2,3,R3,0,0,0
set8,PyrSep_152,mix1,1,R4,10.01374591,7.744202602,77.33572101
set8,PyrSep_152,mix1,2,R4,38.75914543,13.58992401,35.06249649
set8,PyrSep_152,mix1,3,R4,0,0,0
set1,PyrSep_153,mix1,1,R1,60.2420531,33.80669339,56.11809634
set1,PyrSep_153,mix1,2,R1,29.93660332,29.8422005,99.68465753
set1,PyrSep_153,mix1,3,R1,30.57064493,33.36857448,109.1523406
set1,PyrSep_153,mix3,1,R3,0,0,0
set1,PyrSep_153,mix3,2,R3,25.83142629,22.87285405,88.5466168
set1,PyrSep_153,mix2,1,R4,24.70705033,12.15548013,49.19842704
set1,PyrSep_153,mix2,2,R4,7.479177439,10.1183976,135.2875725
set1,PyrSep_153,mix2,3,R4,3.464883305,3.01834575,87.11247926
set7,PyrSep_154,mix2,1,R2,96.293254405,55.437300656,57.571323141
set7,PyrSep_154,mix2,2,R2,95.455991055,48.462459056,50.76942633
set7,PyrSep_154,mix2,3,R2,95.212926174,50.617099916,53.162004309
set7,PyrSep_154,mix1,1,R3,0,0,0
set7,PyrSep_154,mix1,2,R3,24.08786547,26.63556772,110.5767041
set7,PyrSep_154,mix1,3,R3,14.13377079,8.103015796,57.33088444
set7,PyrSep_154,mix4,1,R4,94.79097301,68.78559205,72.5655512
set7,PyrSep_154,mix4,2,R4,95.22738645,74.00093315,77.70971766
set6,PyrSep_155,mix2,1,R1,12.27960539,9.908645749,80.69189064
set6,PyrSep_155,mix2,2,R1,15.45421078,8.101294318,52.4212749
set6,PyrSep_155,mix2,3,R1,22.24297776,6.085571904,27.3595198
set6,PyrSep_155,mix1,1,R2,0,0,0
set6,PyrSep_155,mix1,2,R2,53.583176526,38.00445022,70.926086664
set6,PyrSep_155,mix1,3,R2,11.78670075,17.881705465,151.710863322
set6,PyrSep_155,mix4,1,R3,0,0,0
set6,PyrSep_155,mix4,2,R3,0,0,0
set6,PyrSep_155,mix4,3,R3,0,0,0
set6,PyrSep_155,mix3,1,R4,34.32228667,30.08072109,87.64194933
set6,PyrSep_155,mix3,2,R4,44.93581807,46.3329711,103.1092191
set6,PyrSep_155,mix3,3,R4,0,0,0
set4,PyrSep_156,mix4,1,R1,94.60382169,65.42651695,69.1584291
set4,PyrSep_156,mix4,2,R1,82.30966354,55.61624301,67.56951811
set4,PyrSep_156,mix4,3,R1,95.22507625,41.44413172,43.52228778
set4,PyrSep_156,mix3,1,R2,52.15373002,15.078538172,28.911715742
set4,PyrSep_156,mix3,2,R2,11.428231457,2.388083373,20.896351129
set4,PyrSep_156,mix3,3,R2,20.086113278,5.814950896,28.950105057
set4,PyrSep_156,mix2,1,R3,23.68273611,6.807545894,28.74476101
set4,PyrSep_156,mix2,2,R3,21.68378497,3.699130142,17.05943011
set4,PyrSep_156,mix2,3,R3,26.32190446,10.86279433,41.26902881
set4,PyrSep_156,mix1,1,R4,28.48522647,10.16088226,35.67070905
set4,PyrSep_156,mix1,2,R4,90.28777536,35.25662632,39.04916937
set4,PyrSep_156,mix1,3,R4,52.90486482,11.87498379,22.44592029
set3,PyrSep_157,mix2,1,R2,60.527224874,80.700937464,133.329981065
set3,PyrSep_157,mix2,2,R2,43.699132142,35.85213069,82.043118323
set3,PyrSep_157,mix2,3,R2,52.854068553,36.53986123,69.13348817
set3,PyrSep_157,mix1,1,R3,34.4453842,29.69877738,86.21990455
set3,PyrSep_157,mix1,2,R3,23.43529948,25.20766244,107.562792
set6,PyrSep_158,mix2,1,R1,43.85992885,18.55227979,42.29892815
set6,PyrSep_158,mix2,2,R1,42.71477252,28.1158423,65.82229202
set6,PyrSep_158,mix2,3,R1,33.32182689,15.70484072,47.1307914
set6,PyrSep_158,mix1,1,R2,95.934370027,35.9405509,37.463685736
set6,PyrSep_158,mix1,2,R2,44.131318245,26.020995366,58.96265147
set6,PyrSep_158,mix1,3,R2,95.222598416,35.183928051,36.949136693
set6,PyrSep_158,mix4,1,R3,71.82625403,17.38153249,24.19941388
set6,PyrSep_158,mix4,2,R3,49.13537993,5.463968798,11.12023313
set6,PyrSep_158,mix4,3,R3,32.74612469,3.570319692,10.90302968
set6,PyrSep_158,mix3,1,R4,17.73038825,16.86080093,95.09549762
set6,PyrSep_158,mix3,2,R4,32.03249318,15.3661041,47.97036562
set6,PyrSep_158,mix3,3,R4,10.40682677,2.113895141,20.31258123
set7,PyrSep_159,mix3,1,R1,54.4208247,12.81251771,23.54340969
set7,PyrSep_159,mix3,2,R1,0,0,0
set7,PyrSep_159,mix3,3,R1,0,0,0
set7,PyrSep_159,mix2,1,R2,0,0,0
set7,PyrSep_159,mix2,2,R2,0,0,0
set7,PyrSep_159,mix2,3,R2,0,0,0
set7,PyrSep_159,mix1,1,R3,6.736668269,0.28119826,4.174144385
set7,PyrSep_159,mix1,2,R3,0,0,0
set7,PyrSep_159,mix1,3,R3,3.78195042,1.648991949,43.6016279
set7,PyrSep_159,mix4,2,R4,6.205439981,3.601396628,58.03612054
set7,PyrSep_159,mix4,3,R4,74.57259766,42.50306963,56.99555999
set2,PyrSep_160,mix2,1,R1,0,0,0
set2,PyrSep_160,mix2,2,R1,17.03681081,18.25889479,107.1731969
set2,PyrSep_160,mix1,2,R2,25.326152989,22.598427993,89.229611787
set2,PyrSep_160,mix1,3,R2,35.352306507,10.913450553,30.870547445
set2,PyrSep_160,mix4,1,R3,8.340516409999998,10.0695449,120.7304729
set2,PyrSep_160,mix4,2,R3,6.756885525,11.28128949,166.9599026
set2,PyrSep_160,mix4,3,R3,51.72606806,48.93431344,94.60280913
set2,PyrSep_160,mix3,1,R4,23.97385427,15.39060561,64.19746043
set2,PyrSep_160,mix3,2,R4,10.50562601,4.324284362,41.16160576
set2,PyrSep_160,mix3,3,R4,42.14587915,41.53473656,98.54993514
set7,PyrSep_161,mix3,1,R1,51.55104258,53.42335187,103.6319523
set7,PyrSep_161,mix3,2,R1,60.16663403,75.04105445,124.7220418
set7,PyrSep_161,mix3,3,R1,54.80546932,27.85923455,50.83294587
set7,PyrSep_161,mix2,1,R2,68.430964306,62.979031827,92.032945124
set7,PyrSep_161,mix2,2,R2,50.795324204,35.958060601,70.790099609
set7,PyrSep_161,mix1,1,R3,0,0,0
set7,PyrSep_161,mix1,3,R3,39.56090155,30.71876132,77.64929542
set7,PyrSep_161,mix4,1,R4,4.741785163,1.949270146,41.10836064
set7,PyrSep_161,mix4,2,R4,0,0,0
set7,PyrSep_161,mix4,3,R4,15.99752062,4.320461829,27.00707149
set1,PyrSep_162,mix1,1,R1,17.63083006,7.078209734,40.14677534
set1,PyrSep_162,mix1,2,R1,26.50658423,8.307771472,31.34229367
set1,PyrSep_162,mix1,3,R1,18.83268381,11.41817681,60.62957847
set1,PyrSep_162,mix4,1,R2,0,0,0
set1,PyrSep_162,mix4,2,R2,0,0,0
set1,PyrSep_162,mix4,3,R2,0,0,0
set1,PyrSep_162,mix3,1,R3,0,0,0
set1,PyrSep_162,mix3,2,R3,0,0,0
set1,PyrSep_162,mix3,3,R3,0,0,0
set1,PyrSep_162,mix2,1,R4,0,0,0
set1,PyrSep_162,mix2,2,R4,0,0,0
set1,PyrSep_162,mix2,3,R4,0,0,0
set2,PyrSep_163,mix2,1,R1,0,0,0
set2,PyrSep_163,mix2,2,R1,27.50859427,12.43989978,45.22186652
set2,PyrSep_163,mix2,3,R1,3.667821981,0.47561477,12.96722612
set2,PyrSep_163,mix1,1,R2,25.17326486,22.808226317,90.604959048
set2,PyrSep_163,mix1,2,R2,0,0,0
set2,PyrSep_163,mix1,3,R2,0,0,0
set2,PyrSep_163,mix4,1,R3,0,0,0
set2,PyrSep_163,mix4,2,R3,0,0,0
set2,PyrSep_163,mix4,3,R3,0,0,0
set2,PyrSep_163,mix3,1,R4,0,0,0
set2,PyrSep_163,mix3,2,R4,0,0,0
set2,PyrSep_163,mix3,3,R4,0,0,0
set6,PyrSep_164,mix2,1,R1,73.49204072,28.97388267,39.42451779
set6,PyrSep_164,mix2,2,R1,53.16035477,19.13128874,35.98788763
set6,PyrSep_164,mix2,3,R1,72.32686373,20.00767297,27.66285159
set6,PyrSep_164,mix1,1,R2,0,0,0
set6,PyrSep_164,mix1,2,R2,0,0,0
set6,PyrSep_164,mix1,3,R2,0,0,0
set6,PyrSep_164,mix4,1,R3,0,0,0
set6,PyrSep_164,mix4,2,R3,7.839102486,4.010853022,51.16469684
set6,PyrSep_164,mix4,3,R3,26.06902934,6.879110906,26.38805924
set6,PyrSep_164,mix3,1,R4,0,0,0
set6,PyrSep_164,mix3,2,R4,0,0,0
set6,PyrSep_164,mix3,3,R4,0,0,0
set7,PyrSep_165,mix3,1,R1,0,0,0
set7,PyrSep_165,mix3,2,R1,13.27269884,11.16523051,84.12177997
set7,PyrSep_165,mix3,3,R1,0,0,0
set7,PyrSep_165,mix2,1,R2,0,0,0
set7,PyrSep_165,mix2,2,R2,0,0,0
set7,PyrSep_165,mix1,1,R3,0,0,0
set7,PyrSep_165,mix1,2,R3,0,0,0
set7,PyrSep_165,mix4,1,R4,91.78150085,29.30146372,31.92523924
set3,PyrSep_166,mix3,1,R1,29.38618617,3.130533269,10.65307778
set3,PyrSep_166,mix3,2,R1,9.379147322,1.755090189,18.71268388
set3,PyrSep_166,mix3,3,R1,21.231071,5.609802838,26.42260882
set3,PyrSep_166,mix2,1,R2,12.797825992,7.510102813,58.682645147
set3,PyrSep_166,mix2,2,R2,4.034908675,0.639730106,15.85488439
set3,PyrSep_166,mix2,3,R2,0,0,0
set3,PyrSep_166,mix1,1,R3,0,0,0
set3,PyrSep_166,mix1,2,R3,0,0,0
set3,PyrSep_166,mix1,3,R3,0,0,0
set3,PyrSep_166,mix4,1,R4,5.202801409,4.076866477,78.35906383
set3,PyrSep_166,mix4,2,R4,26.88429873,8.687805067,32.31553538
set3,PyrSep_166,mix4,3,R4,17.58362375,5.945365144,33.81194472
set5,PyrSep_167,mix1,1,R1,37.22471794,15.41586426,41.41297804
set5,PyrSep_167,mix1,2,R1,53.24749978,74.35576761,139.6418009
set5,PyrSep_167,mix1,3,R1,16.28092635,8.318376766,51.09277314
set5,PyrSep_167,mix4,2,R2,32.378281927,40.498883127,125.080395612
set5,PyrSep_167,mix4,3,R2,86.436525821,50.659267376,58.608634365
set5,PyrSep_167,mix3,1,R3,36.70236767,31.07140619,84.6577705
set5,PyrSep_167,mix3,2,R3,39.12362968,13.69087169,34.99386893
set5,PyrSep_167,mix3,3,R3,7.55150379,2.027447758,26.84826512
set5,PyrSep_167,mix2,1,R4,26.0519347,28.75747063,110.3851632
set5,PyrSep_167,mix2,2,R4,5.561494884,5.098646136,91.67761983
set5,PyrSep_167,mix2,3,R4,3.619858606,2.838617591,78.41791352
set5,PyrSep_168,mix1,1,R1,18.46166682,4.318949129,23.39414514
set5,PyrSep_168,mix1,2,R1,15.61059777,5.104652157,32.69991472
set5,PyrSep_168,mix1,3,R1,22.05183202,3.983993279,18.06649568
set5,PyrSep_168,mix4,1,R2,54.454803335,23.918525184,43.923627889
set5,PyrSep_168,mix4,2,R2,55.453752632,20.405559851,36.797437293
set5,PyrSep_168,mix4,3,R2,86.852153203,25.519686563,29.382906032
set5,PyrSep_168,mix3,1,R3,0,0,0
set5,PyrSep_168,mix3,2,R3,5.336381932,1.032301869,19.34460243
set5,PyrSep_168,mix3,3,R3,0,0,0
set5,PyrSep_168,mix2,1,R4,46.60332054,9.473815985,20.32862868
set5,PyrSep_168,mix2,2,R4,42.13064622,7.692013809,18.25752629
set5,PyrSep_168,mix2,3,R4,43.41447979,9.529741211,21.95060555
set3,PyrSep_169,mix3,1,R1,15.94835258,7.462154943,46.78950323
set3,PyrSep_169,mix3,2,R1,27.94862123,12.71750037,45.50314044
set3,PyrSep_169,mix3,3,R1,21.68711511,14.87951521,68.60993328
set3,PyrSep_169,mix2,1,R2,74.072390815,27.804981375,37.53757786
set3,PyrSep_169,mix2,2,R2,32.680717708,20.109348593,61.532763058
set3,PyrSep_169,mix2,3,R2,41.777854463,6.571301539,15.729150345
set3,PyrSep_169,mix1,1,R3,4.755865097,1.325161155,27.86372464
set3,PyrSep_169,mix1,2,R3,3.504480707,0.323421547,9.2288009
set3,PyrSep_169,mix1,3,R3,3.734288867,0.899482662,24.08712058
set3,PyrSep_169,mix4,1,R4,21.58480071,15.16055389,70.23717335
set3,PyrSep_169,mix4,2,R4,0,0,0
set3,PyrSep_169,mix4,3,R4,32.64784253,16.43674428,50.34557572
set2,PyrSep_170,mix1,1,R2,90.437120724,29.733782796,32.877852101
set2,PyrSep_170,mix1,3,R2,93.420055316,34.778973874,37.22859482
set2,PyrSep_170,mix4,1,R3,54.75040784,63.59223273,116.1493316
set2,PyrSep_170,mix4,3,R3,71.1774901,39.79051712,55.90323157
set2,PyrSep_170,mix3,1,R4,55.57258498,16.50073069,29.69221369
set2,PyrSep_170,mix3,2,R4,21.45731767,10.37996439,48.37493927
set2,PyrSep_170,mix3,3,R4,30.90546353,5.035276277,16.29251175
set4,PyrSep_171,mix4,1,R1,45.60441259,15.30462014,33.559516
set4,PyrSep_171,mix4,2,R1,95.25706707,27.96754644,29.36007511
set4,PyrSep_171,mix3,1,R2,13.762191787,2.041991379,14.837690178
set4,PyrSep_171,mix3,2,R2,43.380869722,13.935650554,32.123953814
set4,PyrSep_171,mix3,3,R2,54.038403228,18.044214646,33.39146527
set4,PyrSep_171,mix2,1,R3,18.58625632,8.324316077,44.78748132
set4,PyrSep_171,mix2,2,R3,4.463525196,1.213953625,27.1971944
set4,PyrSep_171,mix2,3,R3,28.11383264,12.50593562,44.48321143
set4,PyrSep_171,mix1,1,R4,24.63409699,13.58098252,55.13083157
set4,PyrSep_171,mix1,2,R4,20.24822017,16.03380606,79.18624907
